"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-03-31","M Polo","T-shirt","QZT","2251","80","267.83","6","1233.81","1","113.44","255.87","289.76","1079.44","1","102.51","261.79","291.49","1122.71","1","105.91"
"2026-03-31","M Polo","Complemen","ZTC","3191","177","418.1","9","1626.41","3","173.81","345.76","416.51","1530.41","2","198.62","270.37","449.52","1637.77","3","166.5"
"2026-03-31","M Polo","Complemen","YLMF","2642","170","490.28","7","1145.71","2","193.29","234.76","480.52","1166.98","2","159.31","213.61","467.18","1203.26","2","210.86"
"2026-03-31","M Polo","Complemen","QZT","1656","110","214.41","5","1064.44","1","79.13","346.18","187.63","1140.13","1","65.24","355.61","215.9","1003.57","1","77.44"
"2026-03-31","W Polo","Acceleration","ZTC","7322","277","896.55","19","3527.11","4","441.08","938.68","768.57","3986.45","3","355.14","736.9","903.31","3429.1","4","408.04"
"2026-03-31","W Polo","Acceleration","YLMF","5141","282","687.38","20","3293.19","4","253.87","926.8","645.44","3401.95","5","288.64","969.64","678.26","3049.41","4","228.83"
"2026-03-31","W Polo","Acceleration","QZT","3405","178","287.8","5","1369.66","2","101.58","475.68","294.7","1395.66","2","110.42","546.3","290.29","1272.27","2","102.95"
"2026-03-31","W Polo","Foundation","ZTC","6059","326","576.46","17","3411.5","6","233.08","808.91","521.74","3366.75","7","225.47","698.45","608.05","3141.83","6","213.54"
"2026-03-31","W Polo","Foundation","YLMF","4058","252","879.03","20","4200.97","8","299.57","1397.84","959.44","4330.4","7","315.44","1216.39","871.31","4470.86","9","279.97"
"2026-03-31","W Polo","Foundation","QZT","3082","159","344.12","8","1585.66","2","140.18","535.18","364.56","1368.78","2","136.86","464.81","374.76","1428.98","2","151.82"
"2026-04-01","M Polo","Acceleration","ZTC","9271","404","624.82","23","3438.25","7","303.68","1018.3","670.48","3052.57","6","298.7","1123.42","617.87","3213.35","7","280.04"
"2026-04-01","M Polo","Acceleration","YLMF","8095","427","825.25","24","5935.22","5","323.06","1226.62","922.59","6255","6","301.54","1169.54","874.66","5614.74","5","315.64"
"2026-04-01","M Polo","Acceleration","QZT","5731","282","943.04","15","1272.56","5","358.73","414.78","1026.14","1193.68","4","336.22","446.28","1026.24","1170.16","5","336.17"
"2026-04-01","M Polo","Foundation","ZTC","8975","426","686.07","17","2604.57","3","283.48","740.47","670.16","2960.72","3","252.58","624.93","705.12","2373.13","3","283.36"
"2026-04-01","M Polo","Foundation","YLMF","6148","354","963.41","19","2936.36","6","445.93","922.23","1098.31","3136.1","5","458.55","720.56","1031.41","3133.54","6","430.16"
"2026-04-01","M Polo","Foundation","QZT","4751","293","671.56","7","1867.12","2","249.3","374.67","691.57","2073.21","2","250.01","364.75","726.21","1753.35","2","240.17"
"2026-04-01","M Polo","T-shirt","ZTC","5825","270","599.57","16","2080.09","5","208.76","589.1","575.47","1964.86","4","233.48","522.98","583.82","1939.05","5","225.95"
"2026-04-01","M Polo","T-shirt","YLMF","4037","164","468.16","7","912.39","2","164.29","256.36","501.8","995.82","2","141.83","234.1","507.24","823.15","2","172.88"
"2026-04-01","M Polo","T-shirt","QZT","3605","170","271.91","10","2865.89","2","90.01","794.65","270.5","3185.49","2","74.99","677.02","288.03","2719.32","2","92.66"
"2026-04-01","M Polo","Complemen","ZTC","3545","239","665.14","18","3875.61","3","213.6","834.07","662.7","4301.5","3","198.83","945.2","684.09","3758.29","3","217.15"
"2026-04-01","M Polo","Complemen","YLMF","2561","152","471.28","5","854.39","1","190.61","287.86","506.07","832.29","1","182.18","271.7","455.08","797.11","1","200.56"
"2026-04-01","M Polo","Complemen","QZT","2027","67","193.22","5","779.45","1","94.45","223.76","190.4","675.12","1","80.23","214.78","194.19","802.5","1","97.7"
"2026-04-01","W Polo","Acceleration","ZTC","7992","404","1356.89","18","1878.31","6","439.44","650.7","1507.09","1845.64","7","452.5","488.84","1448.07","1941.06","7","412.82"
"2026-04-01","W Polo","Acceleration","YLMF","5684","232","758.33","15","4015.73","3","357.36","1194.33","863.39","4617.87","2","382.38","1001.52","735.29","4104.3","3","379.71"
"2026-04-01","W Polo","Acceleration","QZT","4857","272","691.97","11","1498.2","3","286.84","501.04","686.98","1664.16","2","322.25","465.59","699.69","1545.01","3","276.95"
"2026-04-01","W Polo","Foundation","ZTC","6025","272","752.98","21","4808.25","4","236.9","1515.34","673.66","5097.73","4","206.5","1529.03","759.49","4555.6","4","222.23"
"2026-04-01","W Polo","Foundation","YLMF","4817","147","338.25","10","2783.66","4","122.56","896.82","325.8","2650.24","4","129.16","856.88","351.38","2807.44","4","132.21"
"2026-04-01","W Polo","Foundation","QZT","4460","175","364.85","12","3327.1","3","142.21","952.95","321.79","3351.21","3","148.18","1030.48","373.8","3566.14","3","135.32"
"2026-04-02","M Polo","Acceleration","ZTC","9610","535","1678.16","26","3841.82","7","611.67","852.9","1577.39","4089.09","6","498.42","856.38","1632.34","3747.81","7","642.71"
"2026-04-02","M Polo","Acceleration","YLMF","8372","253","600.78","10","1484.04","3","294.58","358.51","653.97","1364.92","3","248.35","347.59","655.23","1602.91","3","280.2"
"2026-04-02","M Polo","Acceleration","QZT","6131","405","1202.19","18","3867.7","6","593.88","1182.47","1237.1","4051.8","5","586.04","1109.8","1221.58","3693.36","5","543.36"
"2026-04-02","M Polo","Foundation","ZTC","7551","485","1461.88","36","9922.55","6","691.99","2277.8","1467.55","8291.36","6","559.32","2392.56","1568.11","9749.72","6","675.28"
"2026-04-02","M Polo","Foundation","YLMF","7588","372","1240.99","15","4027.64","3","488.28","1188.55","1320.71","4412.29","3","517.68","1045.32","1346.71","3934.86","3","485.76"
"2026-04-02","M Polo","Foundation","QZT","5930","189","575.98","8","1524.92","3","272.72","355.9","506.89","1586.42","3","283.2","387.34","624.04","1592.8","3","250.47"
"2026-04-02","M Polo","T-shirt","ZTC","5568","345","601.17","22","2583.58","7","215.19","627.13","542.57","2289.08","5","206.31","517.8","589.19","2468.96","8","205.58"
"2026-04-02","M Polo","T-shirt","YLMF","4740","212","630.83","5","682.14","2","195.63","147.83","679.41","672.25","2","221.74","162.22","689.62","626.69","2","185.13"
"2026-04-02","M Polo","T-shirt","QZT","2902","155","530.88","10","2428.81","3","210.65","504.76","503.44","2423.48","3","225.22","562.5","543.05","2199.94","3","213.56"
"2026-04-02","M Polo","Complemen","ZTC","4029","178","368.21","4","694.05","1","115.67","204.31","358.65","581.36","1","105.98","178.3","365.88","757.5","1","126.25"
"2026-04-02","M Polo","Complemen","YLMF","3222","186","642.56","10","1167.13","4","225.39","406.76","725.21","974.82","3","207.33","442.68","614.66","1081.1","4","216.34"
"2026-04-02","M Polo","Complemen","QZT","2411","143","339.5","4","1019.3","1","162.41","219.82","321.87","922.91","1","170.86","166.71","336.48","1092.62","1","177.14"
"2026-04-02","W Polo","Acceleration","ZTC","7933","345","1044.68","7","1815.92","2","319.77","379.46","1043.52","1472.73","2","287.91","370.76","1002.43","1996.79","2","288.28"
"2026-04-02","W Polo","Acceleration","YLMF","5992","232","484.96","15","1814.17","3","153.78","482.24","534.42","1868.25","3","137.56","536.8","520.84","1768.51","3","165.85"
"2026-04-02","W Polo","Acceleration","QZT","4807","297","711.25","11","1259.21","3","271.21","274.89","668.23","1193.94","2","294.58","289.65","701.03","1223.07","3","244.81"
"2026-04-02","W Polo","Foundation","ZTC","7501","417","1244.01","13","1953.21","2","542.03","562.65","1421.5","2069.51","2","583.43","554.42","1220.04","1938.65","2","561.04"
"2026-04-02","W Polo","Foundation","YLMF","5320","203","577.87","13","1503.81","5","276.06","448.22","645.09","1631.02","4","280.86","350.63","585.3","1516.68","5","297.84"
"2026-04-02","W Polo","Foundation","QZT","4401","261","685.92","16","2051.22","5","311.25","621.38","620.3","2070.21","4","285.21","642.49","674.1","2089.06","5","285.35"
"2026-04-03","M Polo","Acceleration","ZTC","11232","405","1357.54","15","3816.93","5","638.87","1063.39","1329.67","3438.28","5","727.09","1178.19","1355.33","3884.38","5","663.65"
"2026-04-03","M Polo","Acceleration","YLMF","8026","475","1108.71","37","5452.61","10","533.17","1129.83","1268.72","4900.76","10","486.5","927.73","1152.17","5385.28","11","586.14"
"2026-04-03","M Polo","Acceleration","QZT","6729","307","917.81","17","1653.25","7","405.85","377.93","996.98","1556.82","6","426.99","326.72","909.83","1715.1","7","366.56"
"2026-04-03","M Polo","Foundation","ZTC","9816","634","1482.95","17","2878.41","5","451.26","675.43","1621.73","2783.97","4","393.01","575.13","1563.03","2711.33","5","487.19"
"2026-04-03","M Polo","Foundation","YLMF","7284","276","620.49","7","952.76","2","273.77","300.6","623.97","797.75","2","250.43","309","590.1","1033.95","2","255.26"
"2026-04-03","M Polo","Foundation","QZT","5612","297","662.33","22","3216.17","7","294.51","828.65","615.93","3131.76","7","337.45","798.42","699.89","3480.56","7","287.92"
"2026-04-03","M Polo","T-shirt","ZTC","5533","274","870.99","21","4590.56","4","385.58","1161.34","972.19","4531.11","3","430.35","925.42","888.95","4419.59","4","354.11"
"2026-04-03","M Polo","T-shirt","YLMF","4837","268","839.59","6","895.49","2","361.15","272.35","962.65","797.28","2","387.76","311.56","847.38","962.23","2","347.19"
"2026-04-03","M Polo","T-shirt","QZT","3023","144","293.32","5","487.6","1","126.22","135.58","285.71","426.77","1","122.23","109.78","279.78","454.18","1","124.75"
"2026-04-03","M Polo","Complemen","ZTC","3760","154","453.5","6","935.42","1","153.16","221.2","472.74","1026.96","1","153.15","245.75","440.3","910.2","1","162.67"
"2026-04-03","M Polo","Complemen","YLMF","2498","163","513.87","12","3346.74","2","171.1","922.47","575.72","2951.01","2","149.64","1001.53","506.09","3064.03","2","172.57"
"2026-04-03","M Polo","Complemen","QZT","2218","119","194.36","9","724.1","2","61.41","251.41","190.76","735.03","2","69.53","239.96","186.85","669.1","2","59.43"
"2026-04-03","W Polo","Acceleration","ZTC","8875","366","598.03","20","5224.13","4","246.1","1718.26","587.95","5654.81","3","199.47","1840.02","623.62","5120.53","4","239.18"
"2026-04-03","W Polo","Acceleration","YLMF","6282","382","609.32","28","2989.48","8","273.76","995.2","603.08","2972.3","9","272.2","901.68","593.29","2717.48","9","273.78"
"2026-04-03","W Polo","Acceleration","QZT","4510","279","877.01","22","5843.78","6","352.39","1242.11","892.34","5880.61","5","399.25","1247.61","964.18","6162","6","327.85"
"2026-04-03","W Polo","Foundation","ZTC","6806","300","641.68","14","3523.05","5","233.64","1068.45","614.31","3498.3","5","211.79","824.31","672.07","3860.02","5","224.38"
"2026-04-03","W Polo","Foundation","YLMF","4944","268","863.42","12","2618.18","3","352.02","831.41","879.84","2910.99","3","396.77","899.51","892.65","2471.25","3","333.6"
"2026-04-03","W Polo","Foundation","QZT","4024","232","592.35","5","1005.4","2","237.08","243.31","589.85","1134.74","2","254.34","231.58","646.29","920.61","2","229.22"
"2026-04-04","M Polo","Acceleration","ZTC","12902","474","1095.55","31","9134.53","5","499.78","2769.36","1002.47","10214.28","5","531.69","2661.97","1203.85","8854.11","5","531.31"
"2026-04-04","M Polo","Acceleration","YLMF","8535","353","993.57","13","3149.62","4","369.55","682.33","886.91","2893.56","4","296.19","527.82","1085.56","3219.88","4","369.22"
"2026-04-04","M Polo","Acceleration","QZT","8054","258","842.64","13","2694.04","4","378.46","676.62","800.57","2238.06","4","372.46","766.71","920.16","2746.09","4","392.77"
"2026-04-04","M Polo","Foundation","ZTC","11169","690","1186.89","16","4695.65","5","366.97","1396.89","1305.66","4963.61","4","381.38","1135.91","1298.2","4244.08","5","332.66"
"2026-04-04","M Polo","Foundation","YLMF","7225","302","533.07","12","2323.97","4","257.12","789.66","517.73","2281.23","4","258.32","650.46","537.8","2555.81","4","250.42"
"2026-04-04","M Polo","Foundation","QZT","5353","336","542.45","15","4106.27","4","253.55","1331","582.28","4557.24","4","261.18","1091.76","525.85","4394.77","4","275.12"
"2026-04-04","M Polo","T-shirt","ZTC","6628","279","770.77","11","1675.52","2","261.82","367.63","786.1","1365.6","2","215.43","371.2","771.77","1570.55","2","276.91"
"2026-04-04","M Polo","T-shirt","YLMF","5373","204","521.96","11","1510.65","4","187.43","417.77","564.53","1620.95","4","167.95","351.5","526.37","1552.33","4","178.4"
"2026-04-04","M Polo","T-shirt","QZT","3738","216","587.1","5","1254.13","2","276.97","308.15","554.41","1199.12","2","295.49","242.88","605.58","1222.37","2","270.74"
"2026-04-04","M Polo","Complemen","ZTC","3776","212","491.97","8","1598.79","2","180.64","521.41","500.36","1473.82","2","198.56","461.52","515.58","1732.68","2","176.68"
"2026-04-04","M Polo","Complemen","YLMF","3486","173","548.14","11","1066.05","3","237.95","260.18","621.51","987.35","2","252.65","265.53","540.2","1168","3","254.17"
"2026-04-04","M Polo","Complemen","QZT","2147","149","293.48","11","982.48","2","104.08","222.69","268.8","903.56","2","99.65","254","313.71","955.3","2","108.35"
"2026-04-04","W Polo","Acceleration","ZTC","9896","647","1462.12","37","4580.06","7","654.97","938.8","1505.36","3878.6","6","545.28","1034.72","1413.42","4917.82","7","654.57"
"2026-04-04","W Polo","Acceleration","YLMF","7373","496","927.71","24","5682.11","5","382.41","1640.8","1027.13","4881.89","5","418.88","1867","960.33","5856.4","5","418.45"
"2026-04-04","W Polo","Acceleration","QZT","5380","182","520.68","6","1687.39","2","207.76","565.01","511.9","1391.04","2","172.38","500.42","512.66","1566.97","2","206.91"
"2026-04-04","W Polo","Foundation","ZTC","7028","332","602.39","12","1160.2","4","279.38","236.6","573.8","1322.15","3","242.01","236.97","623.42","1199.04","4","302.25"
"2026-04-04","W Polo","Foundation","YLMF","6369","389","672.29","14","3044.76","2","294.48","864.34","625.65","2665.75","2","287.84","827.36","733.31","3054.14","2","293.89"
"2026-04-04","W Polo","Foundation","QZT","4301","167","333.42","11","1781.74","3","157.48","408.93","340.71","1972.98","3","165.1","439.98","341.93","1705.14","3","155.27"
"2026-04-05","M Polo","Acceleration","ZTC","12391","554","1430.55","18","3927.84","4","562.8","1190.85","1562.34","3669.17","3","552.52","1285.53","1365.86","3979.53","4","522.15"
"2026-04-05","M Polo","Acceleration","YLMF","8991","430","1022.72","13","1870","3","358.48","395.66","885.27","1629.9","3","393.37","368.58","1080.85","1804","3","328.95"
"2026-04-05","M Polo","Acceleration","QZT","7004","251","701.58","9","2078.93","3","320.09","427.09","715.37","1744.18","3","331.98","448.3","755.56","2223.64","3","331.35"
"2026-04-05","M Polo","Foundation","ZTC","9367","596","2036.1","21","2962.48","4","728.32","649.57","2082.66","2518.68","3","796.37","578.95","2139.24","3191.64","4","762.65"
"2026-04-05","M Polo","Foundation","YLMF","8488","397","875.79","28","5721.69","8","377.99","1272.14","934.82","4915.86","8","355.27","1108.24","879.07","5639.6","7","399"
"2026-04-05","M Polo","Foundation","QZT","6000","296","533.68","21","2109.76","3","198.43","471.3","471.26","2227.82","3","172.49","393.5","542.25","2221.34","3","179.12"
"2026-04-05","M Polo","T-shirt","ZTC","5498","259","572.97","18","4159.72","4","206.28","891.77","582.07","4665.33","4","217.64","766.32","611.79","4378.1","4","209.39"
"2026-04-05","M Polo","T-shirt","YLMF","4436","205","413.34","15","3075.09","4","206.17","937.26","407.77","3362.71","3","233.56","895.02","437.85","3282.32","4","197.49"
"2026-04-05","M Polo","T-shirt","QZT","3286","230","705.75","18","4502.77","4","331.89","1405.35","714.24","3824.13","4","315.13","1524.4","770.63","4798.09","4","340.99"
"2026-04-05","M Polo","Complemen","ZTC","3720","165","250.72","4","862.79","1","93.38","188.45","230.54","820.6","1","79.44","144.4","245.33","923.22","1","102.42"
"2026-04-05","M Polo","Complemen","YLMF","3347","203","675.49","12","2114.71","2","257.6","468.94","579.86","1853.28","2","230.55","467.69","732.14","2004.59","2","276.93"
"2026-04-05","M Polo","Complemen","QZT","2428","119","207.54","4","809.73","2","79.78","263.21","210.14","869.14","2","80.65","250","226.76","861.84","2","85.41"
"2026-04-05","W Polo","Acceleration","ZTC","8656","282","753.54","6","1525.6","1","316.93","528.47","773.59","1675.56","1","347.98","526.01","776.82","1676","1","295.71"
"2026-04-05","W Polo","Acceleration","YLMF","7703","346","847.66","24","2211.68","9","337.65","702.78","948.28","2086.5","10","334.23","675.67","839.28","2211.81","9","355.57"
"2026-04-05","W Polo","Acceleration","QZT","5560","206","665.45","15","3533.34","3","268.72","808.64","758.84","2920.64","3","307.36","906.76","656.31","3622.31","3","259.81"
"2026-04-05","W Polo","Foundation","ZTC","7044","337","744.94","7","990.04","1","237.54","232.65","833.54","1055.5","1","226.08","180.08","773.05","997.92","1","254.07"
"2026-04-05","W Polo","Foundation","YLMF","6949","436","1376.39","17","5039.18","3","676.05","1478.79","1206.04","5370.88","2","730.79","1681.27","1342.25","4698.62","3","634.72"
